userid,totaltweets,following,followers,followers_following_ratio,avg_retweetcount,avg_words_per_tweet,daily_tweet_count,unique_language_count,Max_tweets_in_1hr,label
210516,0,0,1829,0,5,0,0,0,0,1
771123,0,0,6727,0,78,0,0,0,0,1
252952,0,0,8596,0,0,0,0,0,0,1
121517,0,0,8307,0,66,0,0,0,0,1
493047,0,0,4892,0,22,0,0,0,0,1
914844,0,0,1897,0,35,0,0,0,0,1
540751,0,0,1456,0,8,0,0,0,0,1
825269,0,0,477,0,47,0,0,0,0,1
952634,0,0,2018,0,83,0,0,0,0,1
234802,0,0,7602,0,99,0,0,0,0,1
891433,0,0,4135,0,59,0,0,0,0,1
236667,0,0,1316,0,77,0,0,0,0,1
667422,0,0,8627,0,96,0,0,0,0,1
562412,0,0,5927,0,21,0,0,0,0,1
315344,0,0,1018,0,63,0,0,0,0,1
317883,0,0,885,0,85,0,0,0,0,1
276744,0,0,6265,0,3,0,0,0,0,1
868582,0,0,2168,0,47,0,0,0,0,1
666666,0,0,7720,0,98,0,0,0,0,1
671650,0,0,9491,0,84,0,0,0,0,1
991128,0,0,690,0,58,0,0,0,0,1
485451,0,0,5800,0,64,0,0,0,0,1
566075,0,0,278,0,66,0,0,0,0,1
294764,0,0,4966,0,0,0,0,0,0,1
613769,0,0,2959,0,91,0,0,0,0,1
404107,0,0,4925,0,95,0,0,0,0,1
562254,0,0,4536,0,42,0,0,0,0,1
207599,0,0,3129,0,9,0,0,0,0,1
218965,0,0,3484,0,99,0,0,0,0,1
633744,0,0,6238,0,37,0,0,0,0,1
636942,0,0,5539,0,86,0,0,0,0,1
979206,0,0,3727,0,29,0,0,0,0,1
878725,0,0,1249,0,70,0,0,0,0,1
268732,0,0,2512,0,35,0,0,0,0,1
661326,0,0,4489,0,94,0,0,0,0,1
398267,0,0,3073,0,35,0,0,0,0,1
920304,0,0,2558,0,62,0,0,0,0,1
131312,0,0,6252,0,50,0,0,0,0,1
743776,0,0,8109,0,21,0,0,0,0,1
850021,0,0,9500,0,75,0,0,0,0,1
458524,0,0,876,0,17,0,0,0,0,1
777757,0,0,4093,0,8,0,0,0,0,1
734836,0,0,5773,0,10,0,0,0,0,1
202153,0,0,1523,0,15,0,0,0,0,1
987973,0,0,1048,0,4,0,0,0,0,1
655866,0,0,317,0,21,0,0,0,0,1
187352,0,0,898,0,22,0,0,0,0,1
433251,0,0,3999,0,2,0,0,0,0,1
877385,0,0,1495,0,19,0,0,0,0,1
457525,0,0,7089,0,55,0,0,0,0,1
740270,0,0,6396,0,32,0,0,0,0,1
146775,0,0,6008,0,76,0,0,0,0,1
725341,0,0,6305,0,45,0,0,0,0,1
753158,0,0,6010,0,6,0,0,0,0,1
990972,0,0,8106,0,87,0,0,0,0,1
229399,0,0,9894,0,21,0,0,0,0,1
966982,0,0,5217,0,46,0,0,0,0,1
602478,0,0,3871,0,69,0,0,0,0,1
409468,0,0,3989,0,79,0,0,0,0,1
775413,0,0,2952,0,64,0,0,0,0,1
806549,0,0,401,0,94,0,0,0,0,1
648357,0,0,22,0,28,0,0,0,0,1
442903,0,0,980,0,92,0,0,0,0,1
616831,0,0,9306,0,17,0,0,0,0,1
793825,0,0,2496,0,57,0,0,0,0,1
121258,0,0,7877,0,24,0,0,0,0,1
310115,0,0,7762,0,75,0,0,0,0,1
799424,0,0,721,0,14,0,0,0,0,1
656934,0,0,5359,0,38,0,0,0,0,1
150887,0,0,9518,0,96,0,0,0,0,1
315491,0,0,1572,0,100,0,0,0,0,1
997232,0,0,1410,0,78,0,0,0,0,1
132364,0,0,6677,0,86,0,0,0,0,1
996132,0,0,9048,0,59,0,0,0,0,1
417052,0,0,902,0,48,0,0,0,0,1
460137,0,0,1297,0,22,0,0,0,0,1
756081,0,0,6620,0,59,0,0,0,0,1
256861,0,0,6401,0,22,0,0,0,0,1
580958,0,0,8790,0,42,0,0,0,0,1
947339,0,0,8208,0,16,0,0,0,0,1
243077,0,0,9013,0,13,0,0,0,0,1
699995,0,0,2315,0,70,0,0,0,0,1
288949,0,0,1988,0,56,0,0,0,0,1
640698,0,0,6479,0,30,0,0,0,0,1
439659,0,0,8567,0,71,0,0,0,0,1
929330,0,0,6286,0,15,0,0,0,0,1
226890,0,0,1468,0,79,0,0,0,0,1
670589,0,0,6164,0,38,0,0,0,0,1
104084,0,0,7288,0,20,0,0,0,0,1
166136,0,0,3504,0,88,0,0,0,0,1
626092,0,0,1212,0,66,0,0,0,0,1
601053,0,0,5286,0,32,0,0,0,0,1
329467,0,0,7135,0,71,0,0,0,0,1
464115,0,0,3145,0,1,0,0,0,0,1
883204,0,0,1943,0,81,0,0,0,0,1
589425,0,0,5645,0,61,0,0,0,0,1
107164,0,0,1772,0,40,0,0,0,0,1
105444,0,0,8002,0,48,0,0,0,0,1
380263,0,0,1521,0,21,0,0,0,0,1
377961,0,0,6203,0,87,0,0,0,0,1
815273,0,0,4402,0,52,0,0,0,0,1
990205,0,0,5651,0,17,0,0,0,0,1
136646,0,0,3195,0,12,0,0,0,0,1
743725,0,0,1191,0,68,0,0,0,0,1
899479,0,0,4278,0,90,0,0,0,0,1
404031,0,0,6278,0,76,0,0,0,0,1
166242,0,0,1128,0,43,0,0,0,0,1
648214,0,0,6360,0,79,0,0,0,0,1
478809,0,0,6284,0,72,0,0,0,0,1
483286,0,0,8665,0,46,0,0,0,0,1
549413,0,0,8290,0,47,0,0,0,0,1
242610,0,0,6139,0,43,0,0,0,0,1
102775,0,0,1080,0,96,0,0,0,0,1
181299,0,0,7012,0,43,0,0,0,0,1
574580,0,0,2983,0,1,0,0,0,0,1
976631,0,0,3818,0,36,0,0,0,0,1
889530,0,0,7162,0,30,0,0,0,0,1
199948,0,0,5452,0,75,0,0,0,0,1
904235,0,0,9060,0,21,0,0,0,0,1
885544,0,0,7007,0,68,0,0,0,0,1
151522,0,0,2388,0,75,0,0,0,0,1
907929,0,0,6631,0,3,0,0,0,0,1
761944,0,0,7770,0,61,0,0,0,0,1
178222,0,0,2159,0,16,0,0,0,0,1
317725,0,0,7831,0,66,0,0,0,0,1
289452,0,0,3533,0,93,0,0,0,0,1
456744,0,0,8976,0,69,0,0,0,0,1
964501,0,0,9738,0,96,0,0,0,0,1
211491,0,0,8195,0,37,0,0,0,0,1
268307,0,0,11,0,94,0,0,0,0,1
500701,0,0,8942,0,97,0,0,0,0,1
792145,0,0,8593,0,56,0,0,0,0,1
461086,0,0,7838,0,40,0,0,0,0,1
458404,0,0,1853,0,87,0,0,0,0,1
851362,0,0,7875,0,23,0,0,0,0,1
957428,0,0,6176,0,54,0,0,0,0,1
216604,0,0,1689,0,26,0,0,0,0,1
419009,0,0,550,0,77,0,0,0,0,1
763947,0,0,9207,0,52,0,0,0,0,1
239217,0,0,4870,0,73,0,0,0,0,1
953283,0,0,3529,0,93,0,0,0,0,1
330727,0,0,127,0,1,0,0,0,0,1
791384,0,0,9686,0,68,0,0,0,0,1
949450,0,0,2706,0,23,0,0,0,0,1
939527,0,0,5023,0,62,0,0,0,0,1
402635,0,0,1273,0,74,0,0,0,0,1
681244,0,0,1132,0,48,0,0,0,0,1
987068,0,0,4733,0,32,0,0,0,0,1
183864,0,0,7878,0,89,0,0,0,0,1
465770,0,0,1377,0,14,0,0,0,0,1
122859,0,0,2477,0,89,0,0,0,0,1
363880,0,0,7314,0,66,0,0,0,0,1
520100,0,0,2820,0,46,0,0,0,0,1
540045,0,0,6786,0,26,0,0,0,0,1
439136,0,0,891,0,58,0,0,0,0,1
573593,0,0,7098,0,6,0,0,0,0,1
992155,0,0,7560,0,56,0,0,0,0,1
272173,0,0,2337,0,36,0,0,0,0,1
168211,0,0,3373,0,45,0,0,0,0,1
915295,0,0,106,0,29,0,0,0,0,1
914658,0,0,6778,0,0,0,0,0,0,1
825062,0,0,7727,0,6,0,0,0,0,1
832088,0,0,215,0,58,0,0,0,0,1
601355,0,0,2659,0,51,0,0,0,0,1
460867,0,0,9520,0,100,0,0,0,0,1
456585,0,0,6884,0,63,0,0,0,0,1
316016,0,0,3496,0,20,0,0,0,0,1
861195,0,0,4698,0,4,0,0,0,0,1
134583,0,0,6555,0,30,0,0,0,0,1
193404,0,0,848,0,41,0,0,0,0,1
867304,0,0,2749,0,28,0,0,0,0,1
580199,0,0,6850,0,33,0,0,0,0,1
325814,0,0,6290,0,66,0,0,0,0,1
198141,0,0,6859,0,17,0,0,0,0,1
287637,0,0,1377,0,90,0,0,0,0,1
953989,0,0,8099,0,40,0,0,0,0,1
535504,0,0,2004,0,30,0,0,0,0,1
167214,0,0,5716,0,43,0,0,0,0,1
215306,0,0,366,0,28,0,0,0,0,1
608336,0,0,5170,0,77,0,0,0,0,1
822120,0,0,6263,0,36,0,0,0,0,1
512708,0,0,38,0,45,0,0,0,0,1
552193,0,0,7066,0,4,0,0,0,0,1
359590,0,0,3157,0,97,0,0,0,0,1
798085,0,0,6966,0,4,0,0,0,0,1
602251,0,0,7103,0,85,0,0,0,0,1
503244,0,0,5032,0,94,0,0,0,0,1
822398,0,0,6777,0,85,0,0,0,0,1
994209,0,0,3457,0,60,0,0,0,0,1
902810,0,0,5104,0,82,0,0,0,0,1
944354,0,0,6499,0,86,0,0,0,0,1
176263,0,0,863,0,55,0,0,0,0,1
226052,0,0,6505,0,58,0,0,0,0,1
913198,0,0,1710,0,81,0,0,0,0,1
808163,0,0,2545,0,23,0,0,0,0,1
912129,0,0,9756,0,2,0,0,0,0,1
728531,0,0,3621,0,83,0,0,0,0,1
748932,0,0,4792,0,8,0,0,0,0,1
826266,0,0,2172,0,26,0,0,0,0,1
524077,0,0,7488,0,17,0,0,0,0,1
148024,0,0,1719,0,14,0,0,0,0,1
164093,0,0,7518,0,33,0,0,0,0,1
776285,0,0,615,0,0,0,0,0,0,1
389412,0,0,8462,0,84,0,0,0,0,1
313845,0,0,4516,0,4,0,0,0,0,1
178773,0,0,2443,0,9,0,0,0,0,1
137080,0,0,1708,0,23,0,0,0,0,1
632440,0,0,4747,0,98,0,0,0,0,1
580772,0,0,9101,0,88,0,0,0,0,1
389913,0,0,3184,0,13,0,0,0,0,1
151313,0,0,1927,0,73,0,0,0,0,1
824727,0,0,5110,0,39,0,0,0,0,1
650909,0,0,6300,0,58,0,0,0,0,1
205990,0,0,6829,0,83,0,0,0,0,1
138486,0,0,6254,0,6,0,0,0,0,1
908082,0,0,8095,0,28,0,0,0,0,1
500753,0,0,6247,0,22,0,0,0,0,1
844136,0,0,5500,0,48,0,0,0,0,1
642091,0,0,3359,0,46,0,0,0,0,1
626578,0,0,2956,0,60,0,0,0,0,1
771975,0,0,2927,0,54,0,0,0,0,1
199735,0,0,2752,0,72,0,0,0,0,1
977433,0,0,5531,0,47,0,0,0,0,1
769411,0,0,4287,0,31,0,0,0,0,1
790683,0,0,1494,0,8,0,0,0,0,1
383253,0,0,7366,0,23,0,0,0,0,1
991666,0,0,5527,0,35,0,0,0,0,1
122069,0,0,4757,0,51,0,0,0,0,1
424161,0,0,2080,0,63,0,0,0,0,1
357051,0,0,252,0,37,0,0,0,0,1
911012,0,0,8291,0,72,0,0,0,0,1
729594,0,0,8704,0,93,0,0,0,0,1
912469,0,0,6103,0,60,0,0,0,0,1
312881,0,0,2548,0,96,0,0,0,0,1
334739,0,0,2697,0,61,0,0,0,0,1
866449,0,0,6696,0,49,0,0,0,0,1
132569,0,0,4971,0,64,0,0,0,0,1
536109,0,0,8758,0,91,0,0,0,0,1
764058,0,0,7906,0,56,0,0,0,0,1
543294,0,0,5541,0,3,0,0,0,0,1
692780,0,0,6148,0,87,0,0,0,0,1
457979,0,0,4708,0,28,0,0,0,0,1
720846,0,0,1680,0,53,0,0,0,0,1
771089,0,0,1522,0,61,0,0,0,0,1
219486,0,0,6227,0,98,0,0,0,0,1
889946,0,0,1160,0,13,0,0,0,0,1
128373,0,0,7020,0,71,0,0,0,0,1
316475,0,0,5764,0,67,0,0,0,0,1
411680,0,0,2400,0,92,0,0,0,0,1
211167,0,0,2844,0,19,0,0,0,0,1
994101,0,0,2132,0,30,0,0,0,0,1
607805,0,0,6056,0,7,0,0,0,0,1
664420,0,0,4263,0,75,0,0,0,0,1
738434,0,0,8193,0,20,0,0,0,0,1
421302,0,0,1220,0,64,0,0,0,0,1
911004,0,0,6264,0,11,0,0,0,0,1
623776,0,0,1732,0,43,0,0,0,0,1
333544,0,0,1931,0,28,0,0,0,0,1
285638,0,0,2734,0,14,0,0,0,0,1
288914,0,0,1205,0,59,0,0,0,0,1
448685,0,0,4578,0,43,0,0,0,0,1
428437,0,0,9516,0,53,0,0,0,0,1
117956,0,0,5186,0,26,0,0,0,0,1
273367,0,0,909,0,55,0,0,0,0,1
803719,0,0,2097,0,80,0,0,0,0,1
509808,0,0,3567,0,37,0,0,0,0,1
227793,0,0,2268,0,86,0,0,0,0,1
121443,0,0,6732,0,93,0,0,0,0,1
177487,0,0,1522,0,24,0,0,0,0,1
460740,0,0,5397,0,70,0,0,0,0,1
198066,0,0,3088,0,84,0,0,0,0,1
154231,0,0,2453,0,83,0,0,0,0,1
153589,0,0,8659,0,18,0,0,0,0,1
394819,0,0,1474,0,93,0,0,0,0,1
994337,0,0,9657,0,49,0,0,0,0,1
109393,0,0,7195,0,8,0,0,0,0,1
879542,0,0,2766,0,29,0,0,0,0,1
513317,0,0,2313,0,80,0,0,0,0,1
665041,0,0,3398,0,81,0,0,0,0,1
479025,0,0,3234,0,7,0,0,0,0,1
743419,0,0,8264,0,81,0,0,0,0,1
280702,0,0,2483,0,95,0,0,0,0,1
838739,0,0,8637,0,13,0,0,0,0,1
426336,0,0,1819,0,57,0,0,0,0,1
862123,0,0,2022,0,36,0,0,0,0,1
287807,0,0,8767,0,63,0,0,0,0,1
228159,0,0,6260,0,43,0,0,0,0,1
386347,0,0,9677,0,36,0,0,0,0,1
808738,0,0,3248,0,95,0,0,0,0,1
654124,0,0,9908,0,84,0,0,0,0,1
806694,0,0,6861,0,67,0,0,0,0,1
272058,0,0,8485,0,15,0,0,0,0,1
781084,0,0,4781,0,76,0,0,0,0,1
771867,0,0,722,0,29,0,0,0,0,1
427269,0,0,4333,0,35,0,0,0,0,1
425866,0,0,3201,0,36,0,0,0,0,1
519440,0,0,7939,0,43,0,0,0,0,1
652150,0,0,1320,0,79,0,0,0,0,1
707928,0,0,6915,0,41,0,0,0,0,1
623782,0,0,2617,0,6,0,0,0,0,1
595666,0,0,6898,0,52,0,0,0,0,1
113051,0,0,9019,0,4,0,0,0,0,1
367410,0,0,6115,0,92,0,0,0,0,1
396487,0,0,3656,0,4,0,0,0,0,1
503147,0,0,3395,0,55,0,0,0,0,1
112478,0,0,6583,0,16,0,0,0,0,1
964437,0,0,973,0,93,0,0,0,0,1
640048,0,0,5305,0,49,0,0,0,0,1
143017,0,0,6239,0,98,0,0,0,0,1
725127,0,0,2026,0,89,0,0,0,0,1
312683,0,0,7829,0,74,0,0,0,0,1
483417,0,0,9823,0,31,0,0,0,0,1
378805,0,0,718,0,70,0,0,0,0,1
356296,0,0,2110,0,43,0,0,0,0,1
931278,0,0,5044,0,74,0,0,0,0,1
449912,0,0,3920,0,64,0,0,0,0,1
217499,0,0,6047,0,99,0,0,0,0,1
193960,0,0,4012,0,31,0,0,0,0,1
792780,0,0,7675,0,62,0,0,0,0,1
920730,0,0,5324,0,76,0,0,0,0,1
665519,0,0,6444,0,5,0,0,0,0,1
191949,0,0,6074,0,23,0,0,0,0,1
971515,0,0,2605,0,80,0,0,0,0,1
858707,0,0,873,0,76,0,0,0,0,1
143020,0,0,1273,0,83,0,0,0,0,1
413017,0,0,377,0,17,0,0,0,0,1
723439,0,0,7109,0,2,0,0,0,0,1
910061,0,0,7082,0,35,0,0,0,0,1
605502,0,0,9679,0,92,0,0,0,0,1
153381,0,0,9389,0,99,0,0,0,0,1
634388,0,0,8122,0,69,0,0,0,0,1
664112,0,0,8160,0,89,0,0,0,0,1
894676,0,0,2862,0,65,0,0,0,0,1
806109,0,0,7965,0,40,0,0,0,0,1
945530,0,0,4409,0,28,0,0,0,0,1
444372,0,0,715,0,78,0,0,0,0,1
778243,0,0,7659,0,77,0,0,0,0,1
901423,0,0,1172,0,78,0,0,0,0,1
520383,0,0,7796,0,18,0,0,0,0,1
524734,0,0,9818,0,88,0,0,0,0,1
216158,0,0,8829,0,18,0,0,0,0,1
877521,0,0,9736,0,74,0,0,0,0,1
580873,0,0,3212,0,49,0,0,0,0,1
952863,0,0,9741,0,63,0,0,0,0,1
485244,0,0,5758,0,50,0,0,0,0,1
508746,0,0,7619,0,19,0,0,0,0,1
523672,0,0,5270,0,8,0,0,0,0,1
363206,0,0,6471,0,9,0,0,0,0,1
818009,0,0,4380,0,84,0,0,0,0,1
200651,0,0,3999,0,24,0,0,0,0,1
171176,0,0,8133,0,75,0,0,0,0,1
983741,0,0,6521,0,62,0,0,0,0,1
455070,0,0,7486,0,39,0,0,0,0,1
460596,0,0,6927,0,68,0,0,0,0,1
761489,0,0,3520,0,4,0,0,0,0,1
917296,0,0,3988,0,74,0,0,0,0,1
957083,0,0,7163,0,96,0,0,0,0,1
258884,0,0,5234,0,16,0,0,0,0,1
524692,0,0,4897,0,0,0,0,0,0,1
889764,0,0,9769,0,89,0,0,0,0,1
733292,0,0,5241,0,44,0,0,0,0,1
800529,0,0,9665,0,77,0,0,0,0,1
292014,0,0,3135,0,48,0,0,0,0,1
394337,0,0,1872,0,77,0,0,0,0,1
725980,0,0,2086,0,29,0,0,0,0,1
687627,0,0,3324,0,54,0,0,0,0,1
939219,0,0,897,0,85,0,0,0,0,1
808211,0,0,4238,0,26,0,0,0,0,1
605199,0,0,1440,0,23,0,0,0,0,1
437749,0,0,472,0,41,0,0,0,0,1
658973,0,0,6043,0,86,0,0,0,0,1
503736,0,0,745,0,50,0,0,0,0,1
795033,0,0,2333,0,44,0,0,0,0,1
888211,0,0,1228,0,51,0,0,0,0,1
366655,0,0,1860,0,10,0,0,0,0,1
810213,0,0,9770,0,13,0,0,0,0,1
918622,0,0,5911,0,35,0,0,0,0,1
889477,0,0,3692,0,44,0,0,0,0,1
677443,0,0,1878,0,27,0,0,0,0,1
704801,0,0,7991,0,1,0,0,0,0,1
335587,0,0,5091,0,35,0,0,0,0,1
148075,0,0,7382,0,54,0,0,0,0,1
418018,0,0,3924,0,91,0,0,0,0,1
678402,0,0,726,0,44,0,0,0,0,1
527533,0,0,370,0,65,0,0,0,0,1
822254,0,0,6997,0,44,0,0,0,0,1
277853,0,0,5220,0,83,0,0,0,0,1
718662,0,0,5947,0,71,0,0,0,0,1
412137,0,0,4808,0,47,0,0,0,0,1
210680,0,0,8920,0,55,0,0,0,0,1
169092,0,0,9967,0,21,0,0,0,0,1
776838,0,0,647,0,77,0,0,0,0,1
280256,0,0,3306,0,54,0,0,0,0,1
209223,0,0,2061,0,35,0,0,0,0,1
394180,0,0,5486,0,30,0,0,0,0,1
708697,0,0,8144,0,30,0,0,0,0,1
555272,0,0,7584,0,96,0,0,0,0,1
649559,0,0,6283,0,58,0,0,0,0,1
821190,0,0,8423,0,2,0,0,0,0,1
156239,0,0,4780,0,64,0,0,0,0,1
975216,0,0,8676,0,52,0,0,0,0,1
854610,0,0,7445,0,29,0,0,0,0,1
894900,0,0,9319,0,94,0,0,0,0,1
797275,0,0,2254,0,68,0,0,0,0,1
106776,0,0,7303,0,52,0,0,0,0,1
690106,0,0,5121,0,1,0,0,0,0,1
911219,0,0,6388,0,60,0,0,0,0,1
180612,0,0,8272,0,66,0,0,0,0,1
971631,0,0,3055,0,80,0,0,0,0,1
938142,0,0,8178,0,34,0,0,0,0,1
307774,0,0,5647,0,44,0,0,0,0,1
541104,0,0,9767,0,65,0,0,0,0,1
528277,0,0,179,0,47,0,0,0,0,1
982965,0,0,6703,0,42,0,0,0,0,1
447667,0,0,5000,0,59,0,0,0,0,1
591092,0,0,2490,0,2,0,0,0,0,1
944806,0,0,7006,0,66,0,0,0,0,1
511782,0,0,2399,0,88,0,0,0,0,1
948351,0,0,4333,0,8,0,0,0,0,1
243780,0,0,4135,0,2,0,0,0,0,1
101758,0,0,3744,0,17,0,0,0,0,1
369978,0,0,5145,0,83,0,0,0,0,1
436633,0,0,8969,0,52,0,0,0,0,1
259473,0,0,236,0,58,0,0,0,0,1
914619,0,0,5217,0,23,0,0,0,0,1
230798,0,0,2381,0,12,0,0,0,0,1
154145,0,0,1480,0,92,0,0,0,0,1
475881,0,0,1532,0,63,0,0,0,0,1
646245,0,0,4294,0,58,0,0,0,0,1
229142,0,0,8685,0,62,0,0,0,0,1
620330,0,0,9986,0,15,0,0,0,0,1
576946,0,0,6336,0,70,0,0,0,0,1
407085,0,0,4400,0,96,0,0,0,0,1
124555,0,0,5637,0,92,0,0,0,0,1
129611,0,0,6783,0,89,0,0,0,0,1
169190,0,0,870,0,24,0,0,0,0,1
425668,0,0,7297,0,84,0,0,0,0,1
155224,0,0,8889,0,33,0,0,0,0,1
380168,0,0,1154,0,91,0,0,0,0,1
327731,0,0,1421,0,15,0,0,0,0,1
473870,0,0,1162,0,69,0,0,0,0,1
420716,0,0,3050,0,28,0,0,0,0,1
138409,0,0,5821,0,16,0,0,0,0,1
459677,0,0,8538,0,47,0,0,0,0,1
935513,0,0,8368,0,60,0,0,0,0,1
314522,0,0,6441,0,42,0,0,0,0,1
486659,0,0,2889,0,19,0,0,0,0,1
555335,0,0,4049,0,13,0,0,0,0,1
780148,0,0,4907,0,91,0,0,0,0,1
279296,0,0,8321,0,98,0,0,0,0,1
362094,0,0,1234,0,13,0,0,0,0,1
267638,0,0,6336,0,78,0,0,0,0,1
748686,0,0,1780,0,70,0,0,0,0,1
698703,0,0,2011,0,36,0,0,0,0,1
569170,0,0,5183,0,61,0,0,0,0,1
602505,0,0,4533,0,82,0,0,0,0,1
280206,0,0,5493,0,51,0,0,0,0,1
242350,0,0,9836,0,98,0,0,0,0,1
242109,0,0,7379,0,45,0,0,0,0,1
212345,0,0,4902,0,35,0,0,0,0,1
909649,0,0,8178,0,90,0,0,0,0,1
116299,0,0,2298,0,57,0,0,0,0,1
948872,0,0,497,0,78,0,0,0,0,1
284230,0,0,6135,0,38,0,0,0,0,1
470773,0,0,3983,0,7,0,0,0,0,1
894119,0,0,9925,0,75,0,0,0,0,1
156374,0,0,1265,0,63,0,0,0,0,1
370990,0,0,375,0,37,0,0,0,0,1
603482,0,0,5904,0,88,0,0,0,0,1
950773,0,0,2542,0,22,0,0,0,0,1
912302,0,0,823,0,65,0,0,0,0,1
139151,0,0,9772,0,76,0,0,0,0,1
346958,0,0,6170,0,75,0,0,0,0,1
983539,0,0,1116,0,34,0,0,0,0,1
922549,0,0,7327,0,19,0,0,0,0,1
131216,0,0,2088,0,21,0,0,0,0,1
390008,0,0,4482,0,37,0,0,0,0,1
927448,0,0,3323,0,74,0,0,0,0,1
806348,0,0,6861,0,96,0,0,0,0,1
393216,0,0,4378,0,95,0,0,0,0,1
625418,0,0,7483,0,53,0,0,0,0,1
741575,0,0,1747,0,37,0,0,0,0,1
246827,0,0,6616,0,96,0,0,0,0,1
981308,0,0,4721,0,36,0,0,0,0,1
340689,0,0,6386,0,50,0,0,0,0,1
162165,0,0,3077,0,50,0,0,0,0,1
178896,0,0,9284,0,11,0,0,0,0,1
131801,0,0,2337,0,21,0,0,0,0,1
775117,0,0,2877,0,56,0,0,0,0,1
316479,0,0,613,0,17,0,0,0,0,1
346059,0,0,7779,0,100,0,0,0,0,1
427033,0,0,6605,0,14,0,0,0,0,1
174819,0,0,943,0,60,0,0,0,0,1
317815,0,0,1379,0,36,0,0,0,0,1
218149,0,0,9129,0,30,0,0,0,0,1
696024,0,0,9244,0,20,0,0,0,0,1
463608,0,0,2689,0,66,0,0,0,0,1
982914,0,0,7749,0,20,0,0,0,0,1
550006,0,0,8327,0,78,0,0,0,0,1
351241,0,0,1918,0,88,0,0,0,0,1
492322,0,0,5928,0,10,0,0,0,0,1
922211,0,0,8093,0,0,0,0,0,0,1
923652,0,0,8036,0,37,0,0,0,0,1
107582,0,0,6714,0,90,0,0,0,0,1
853246,0,0,6338,0,15,0,0,0,0,1
163050,0,0,247,0,14,0,0,0,0,1
197795,0,0,6044,0,86,0,0,0,0,1
478241,0,0,9256,0,75,0,0,0,0,1
626584,0,0,6459,0,21,0,0,0,0,1
881061,0,0,4435,0,50,0,0,0,0,1
438960,0,0,221,0,31,0,0,0,0,1
840669,0,0,8778,0,35,0,0,0,0,1
971304,0,0,522,0,53,0,0,0,0,1
477662,0,0,3468,0,10,0,0,0,0,1
883446,0,0,8630,0,86,0,0,0,0,1
340333,0,0,7785,0,47,0,0,0,0,1
703490,0,0,3736,0,40,0,0,0,0,1
978419,0,0,5795,0,38,0,0,0,0,1
461890,0,0,2673,0,62,0,0,0,0,1
708504,0,0,6853,0,72,0,0,0,0,1
281652,0,0,3483,0,55,0,0,0,0,1
996323,0,0,3524,0,66,0,0,0,0,1
952084,0,0,4129,0,58,0,0,0,0,1
684882,0,0,5229,0,13,0,0,0,0,1
493030,0,0,782,0,65,0,0,0,0,1
265995,0,0,4249,0,76,0,0,0,0,1
562604,0,0,9893,0,93,0,0,0,0,1
971153,0,0,753,0,19,0,0,0,0,1
178499,0,0,225,0,62,0,0,0,0,1
293546,0,0,2952,0,66,0,0,0,0,1
542553,0,0,1055,0,10,0,0,0,0,1
709148,0,0,3927,0,36,0,0,0,0,1
527635,0,0,5497,0,30,0,0,0,0,1
916512,0,0,616,0,86,0,0,0,0,1
363458,0,0,9430,0,9,0,0,0,0,1
630941,0,0,7733,0,20,0,0,0,0,1
115498,0,0,5521,0,34,0,0,0,0,1
309263,0,0,4532,0,53,0,0,0,0,1
845462,0,0,9670,0,17,0,0,0,0,1
370458,0,0,9245,0,34,0,0,0,0,1
805463,0,0,9853,0,15,0,0,0,0,1
732810,0,0,5807,0,27,0,0,0,0,1
835516,0,0,5822,0,49,0,0,0,0,1
659602,0,0,9404,0,34,0,0,0,0,1
771442,0,0,311,0,81,0,0,0,0,1
953277,0,0,4156,0,92,0,0,0,0,1
942522,0,0,6257,0,46,0,0,0,0,1
503018,0,0,8942,0,53,0,0,0,0,1
260228,0,0,8472,0,86,0,0,0,0,1
942355,0,0,4493,0,45,0,0,0,0,1
831118,0,0,7818,0,35,0,0,0,0,1
806176,0,0,8802,0,39,0,0,0,0,1
551028,0,0,5675,0,49,0,0,0,0,1
956115,0,0,8473,0,88,0,0,0,0,1
881397,0,0,9079,0,63,0,0,0,0,1
139150,0,0,8523,0,27,0,0,0,0,1
272011,0,0,3766,0,72,0,0,0,0,1
367103,0,0,2272,0,18,0,0,0,0,1
578116,0,0,6812,0,8,0,0,0,0,1
382034,0,0,8078,0,64,0,0,0,0,1
412901,0,0,6928,0,47,0,0,0,0,1
207413,0,0,4009,0,54,0,0,0,0,1
228012,0,0,4933,0,39,0,0,0,0,1
378250,0,0,2647,0,70,0,0,0,0,1
121268,0,0,7345,0,90,0,0,0,0,1
532552,0,0,7019,0,32,0,0,0,0,1
970157,0,0,4494,0,85,0,0,0,0,1
420691,0,0,611,0,93,0,0,0,0,1
858191,0,0,2233,0,59,0,0,0,0,1
569895,0,0,3831,0,43,0,0,0,0,1
258103,0,0,9447,0,98,0,0,0,0,1
869271,0,0,6940,0,45,0,0,0,0,1
321842,0,0,2151,0,44,0,0,0,0,1
806701,0,0,97,0,63,0,0,0,0,1
703467,0,0,107,0,55,0,0,0,0,1
608105,0,0,5485,0,33,0,0,0,0,1
909979,0,0,8128,0,45,0,0,0,0,1
533305,0,0,9373,0,69,0,0,0,0,1
243391,0,0,3363,0,91,0,0,0,0,1
608892,0,0,7621,0,41,0,0,0,0,1
615390,0,0,1544,0,59,0,0,0,0,1
722727,0,0,5835,0,92,0,0,0,0,1
